Age,Income,Credit_Score,Missed_Payments,Debt_to_Income_Ratio,Delinquent
42,46492,767,0,0.48,0
18,43379,745,2,0.35,0
64,23040,743,3,0.16,1
37,43020,693,2,0.07,0
49,30264,627,1,0.37,0
29,69674,653,1,0.46,0
44,107341,608,3,0.13,0
23,23478,726,1,0.32,0
45,136951,644,0,0.43,0
35,45381,496,0,0.15,0
40,27309,775,2,0.46,1
49,77238,645,2,0.27,0
23,37501,645,1,0.1,0
31,46674,780,0,0.42,0
45,38462,607,1,0.08,0
67,30030,748,0,0.14,0
38,75689,587,5,0.46,1
47,41283,600,1,0.13,0
38,20702,782,5,0.4,0
65,68229,735,2,0.32,0
18,23781,706,1,0.6,1
41,24539,649,3,0.53,1
18,100264,715,2,0.38,0
18,23913,606,0,0.31,0
43,15000,686,1,0.11,0
41,71233,624,1,0.05,0
36,40850,596,3,0.21,0
38,43019,704,2,0.48,0
70,40590,749,0,0.09,0
36,56331,656,1,0.29,0
46,31206,627,2,0.21,1
31,118856,611,2,0.24,0
43,20216,626,3,0.22,1
36,64018,725,0,0.23,0
34,72061,727,1,0.4,0
63,31076,712,4,0.18,0
55,26522,642,1,0.36,0
41,90246,616,0,0.38,1
18,27051,727,2,0.49,0
35,34064,728,2,0.33,0
70,83481,669,0,0.37,0
37,50053,654,2,0.28,0
54,16675,697,4,0.35,1
58,139837,634,4,0.56,1
42,35667,724,0,0.21,0
29,38497,622,1,0.36,1
18,57152,617,0,0.15,0
48,71328,776,2,0.31,0
29,159000,687,0,0.07,0
42,18105,637,0,0.62,0
23,80464,557,7,0.5,1
36,76558,602,1,0.18,0
40,45147,657,0,0.07,0
43,78618,748,2,0.69,1
25,85867,644,0,0.1,0
55,21393,766,0,0.51,0
32,140064,672,5,0.2,0
18,19239,609,2,0.1,0
38,24805,651,4,0.19,0
40,41895,567,5,0.28,1
42,155587,628,2,0.23,0
57,40743,589,0,0.63,1
36,48090,565,1,0.11,0
38,115756,770,1,0.19,0
25,40937,648,2,0.65,1
50,24171,612,1,0.61,1
42,38164,693,1,0.25,0
34,111577,629,2,0.21,0
18,51150,483,3,0.15,1
58,156122,850,2,0.42,0
24,76325,691,1,0.4,0
32,33293,644,1,0.4,0
44,50546,510,0,0.25,1
24,29379,590,2,0.2,0
20,32824,779,0,0.26,0
18,250000,770,0,0.13,0
49,90325,725,2,0.21,0
32,82179,613,1,0.5,0
70,33728,770,1,0.05,0
27,125712,706,0,0.27,0
28,94811,719,0,0.07,0
32,151595,706,1,0.49,0
43,147247,589,0,0.34,0
33,20182,608,0,0.36,0
47,25187,649,0,0.18,0
27,26842,718,0,0.37,0
22,27823,597,0,0.15,0
18,59520,669,0,0.14,0
18,34888,669,4,0.31,0
33,170000,727,2,0.16,0
36,153707,720,1,0.22,0
31,48831,619,0,0.1,0
56,158450,766,0,0.57,0
55,119716,578,4,0.17,1
35,37405,745,1,0.35,0
18,15000,646,2,0.49,0
32,43011,689,1,0.32,0
32,33297,693,2,0.22,0
31,55486,691,2,0.21,0
30,51716,720,1,0.28,0
31,50909,703,1,0.36,0
34,67118,727,1,0.16,0
31,23682,707,2,0.23,0
42,62743,577,3,0.63,1
44,37655,696,0,0.23,0
28,55270,646,2,0.15,0
56,87068,591,1,0.16,1
27,23514,610,6,0.64,1
18,41407,690,0,0.35,0
44,45655,694,2,0.48,0
29,36005,743,1,0.29,0
44,84111,758,3,0.2,0
18,31817,652,3,0.38,1
58,35128,711,0,0.09,0
48,32017,685,0,0.05,0
20,94394,726,0,0.22,0
20,36480,662,1,0.6,1
61,64603,676,0,0.39,0
30,160399,809,0,0.46,0
29,46868,647,1,0.16,0
18,95533,767,0,0.34,0
35,133627,598,1,0.18,0
37,90790,728,1,0.42,0
49,48529,766,0,0.48,0
21,72060,565,0,0.32,0
20,22642,688,0,0.33,0
45,30698,722,1,0.37,0
53,34104,695,3,0.44,0
19,188031,702,1,0.1,0
54,30105,688,2,0.44,0
40,29837,586,3,0.19,1
54,26203,822,1,0.34,0
39,68588,601,6,0.35,1
18,53400,706,1,0.45,0
38,94094,593,0,0.35,1
53,73332,499,3,0.4,1
28,21413,624,0,0.25,0
34,30201,593,1,0.27,0
37,111212,745,1,0.31,0
18,43391,643,1,0.36,0
61,99962,649,4,0.17,0
28,44810,564,3,0.39,1
46,27430,685,3,0.17,0
38,40865,579,2,0.25,1
56,27423,698,3,0.62,1
45,34914,698,2,0.13,0
36,55301,645,2,0.1,0
28,66633,731,2,0.17,0
50,18880,680,0,0.53,0
18,48512,650,2,0.42,1
48,34476,592,0,0.36,0
25,33221,675,0,0.6,0
56,53082,699,0,0.11,0
42,35232,760,0,0.49,0
48,112339,634,1,0.25,0
41,99991,816,0,0.08,0
18,99617,713,2,0.05,0
28,36426,588,0,0.37,0
48,27515,570,2,0.27,1
42,51493,765,1,0.18,0
55,44792,754,2,0.26,0
45,34020,681,1,0.05,0
27,24210,688,1,0.24,0
29,47814,610,1,0.05,0
41,38467,759,2,0.08,0
18,74087,620,2,0.15,0
61,73061,730,1,0.12,0
45,94890,761,2,0.05,0
55,23026,682,2,0.13,0
19,62357,697,3,0.52,1
56,31682,790,0,0.3,0
69,23570,696,2,0.29,0
22,37905,669,1,0.4,0
50,93080,646,3,0.65,1
40,39206,635,2,0.31,0
19,125401,590,4,0.71,1
46,68140,706,0,0.38,0
50,38698,645,2,0.25,1
32,98324,699,2,0.48,0
55,64038,590,2,0.24,0
18,28014,654,2,0.29,1
20,149534,741,2,0.12,0
41,57278,591,4,0.68,1
40,49576,680,1,0.39,0
30,29339,568,1,0.33,0
50,99481,601,3,0.2,0
46,66860,728,2,0.23,0
51,71506,661,0,0.35,0
38,36151,789,1,0.46,0
47,80858,705,0,0.27,0
34,84718,711,4,0.35,0
66,32818,615,0,0.16,0
29,20948,656,1,0.15,0
67,69482,636,1,0.22,0
40,19072,616,1,0.25,0
22,53702,719,0,0.52,0
57,37483,731,1,0.16,0
41,101844,703,2,0.23,0
51,38727,599,1,0.76,1
55,95259,699,4,0.11,0
44,36007,519,4,0.5,1
32,89321,759,1,0.07,0
52,168755,575,4,0.53,1
40,25826,565,2,0.45,1
48,58408,686,2,0.23,0
18,250000,692,1,0.47,0
45,51018,675,0,0.1,0
31,50872,613,1,0.31,0
61,78676,693,2,0.55,1
48,50244,525,3,0.21,1
43,17600,554,5,0.49,1
46,96700,673,4,0.37,0
27,15000,563,0,0.51,1
61,38174,753,2,0.2,0
65,101159,587,2,0.56,1
45,39579,773,3,0.18,0
60,32331,742,0,0.16,0
32,83079,754,1,0.36,0
29,29417,793,2,0.22,0
40,23544,684,0,0.25,0
45,57797,619,0,0.6,0
34,43925,626,2,0.52,1
46,23243,616,2,0.19,1
43,71838,637,1,0.25,0
27,64776,689,1,0.37,0
46,39503,661,0,0.05,0
51,41159,587,0,0.44,1
42,65006,665,0,0.33,0
54,100129,689,4,0.25,1
24,41370,697,3,0.32,1
46,72606,583,3,0.29,0
24,68811,661,1,0.2,0
25,83082,671,1,0.41,0
31,50190,581,2,0.52,1
27,28356,672,1,0.26,0
32,37141,688,0,0.39,0
37,60217,711,0,0.09,0
50,145958,684,0,0.12,0
35,36665,627,3,0.25,0
19,79449,748,6,0.14,1
54,40262,729,1,0.11,0
29,52380,674,4,0.54,1
39,121690,740,2,0.05,0
45,77542,637,4,0.2,1
42,23276,757,3,0.18,0
54,34770,683,2,0.27,0
46,104165,680,2,0.35,0
28,53376,718,1,0.23,0
68,24604,774,0,0.1,0
42,29990,770,0,0.18,0
38,74764,715,2,0.14,0
52,89022,710,3,0.33,0
43,49548,721,1,0.21,0
45,216465,739,2,0.25,0
70,80377,757,0,0.39,0
36,42357,665,2,0.23,0
35,30048,759,1,0.23,0
41,27311,662,4,0.32,1
53,59949,719,2,0.14,0
20,36560,762,0,0.51,0
18,133819,724,0,0.36,0
32,118159,734,1,0.43,0
18,71670,656,0,0.05,0
34,24163,769,1,0.22,0
46,32750,721,1,0.38,0
28,104131,687,1,0.17,0
21,34967,746,0,0.43,0
40,96113,835,1,0.49,0
51,65170,562,4,0.37,1
18,50565,631,2,0.31,0
50,32154,841,0,0.16,0
50,46325,705,0,0.15,0
52,54928,691,0,0.07,0
55,91082,673,2,0.09,0
68,28812,752,0,0.27,0
35,41869,836,0,0.19,0
41,50357,640,1,0.33,0
34,72955,674,1,0.45,0
40,28422,658,3,0.43,0
59,22249,723,0,0.29,0
22,73451,753,1,0.11,0
28,19716,777,1,0.23,0
57,105978,726,0,0.16,0
53,44642,831,1,0.11,0
35,19370,601,3,0.64,1
51,36744,629,1,0.42,0
44,61541,768,2,0.39,0
59,35609,687,3,0.05,0
40,49613,557,1,0.48,1
53,76423,661,0,0.38,0
70,43420,695,0,0.47,0
47,27938,641,1,0.31,0
40,40970,571,1,0.26,1
49,114565,667,1,0.24,0
35,134731,577,3,0.38,1
70,15000,718,0,0.4,0
42,94335,513,2,0.61,1
36,56959,685,0,0.51,0
29,85339,711,0,0.2,0
54,35231,674,2,0.28,0
51,16967,745,3,0.31,0
33,69612,564,5,0.49,1
47,27872,601,3,0.41,1
20,21311,601,4,0.18,1
42,22224,722,2,0.26,0
45,70301,693,0,0.38,0
62,53298,808,0,0.05,0
29,78392,631,1,0.06,0
23,73236,565,2,0.36,1
28,38079,787,0,0.19,0
22,46991,551,3,0.42,1
57,36067,720,3,0.36,0
60,43208,571,2,0.25,1
44,27436,510,2,0.18,1
55,61962,657,0,0.51,0
41,93439,733,1,0.34,0
38,30032,606,0,0.41,0
35,105742,714,2,0.22,0
35,52476,725,2,0.36,0
19,56650,553,0,0.59,1
43,17682,666,0,0.33,0
39,16574,774,2,0.38,0
49,53448,719,1,0.27,0
41,78734,664,1,0.32,0
37,32766,704,1,0.24,0
28,133526,638,0,0.26,0
40,76188,746,1,0.57,0
49,28424,746,0,0.3,0
25,49936,687,0,0.18,0
41,216675,693,1,0.05,0
43,23259,620,1,0.26,0
30,67303,598,0,0.17,0
32,40390,657,2,0.05,0
42,74917,651,2,0.8,1
25,104858,743,2,0.21,0
44,38880,735,2,0.09,0
28,95927,691,1,0.05,0
53,185854,751,1,0.16,0
70,51009,574,3,0.53,1
28,78506,744,1,0.09,0
46,34397,632,1,0.29,0
30,49590,754,0,0.62,0
53,44090,679,0,0.22,0
23,79075,560,1,0.18,0
46,100992,723,3,0.26,0
28,45899,682,4,0.3,1
37,123028,652,1,0.44,0
26,122765,657,1,0.06,0
50,81479,613,2,0.19,1
29,35967,564,1,0.1,0
47,33958,479,1,0.28,1
35,30108,758,1,0.51,0
38,86638,572,4,0.33,1
41,23693,791,1,0.4,0
30,73578,762,1,0.14,0
42,25625,774,0,0.22,0
59,80348,612,2,0.42,1
29,49529,583,3,0.31,0
55,109117,614,0,0.26,0
59,97233,653,1,0.41,0
29,115964,487,5,0.16,1
21,117770,593,4,0.54,1
43,53432,667,0,0.12,0
32,24458,563,6,0.33,1
64,26068,569,1,0.63,1
40,15000,666,1,0.19,0
29,25585,701,2,0.15,0
25,51087,626,2,0.05,0
54,35038,697,1,0.05,0
32,43998,688,1,0.18,0
40,65882,682,2,0.12,0
52,40845,612,3,0.13,1
33,25006,599,0,0.3,0
39,47479,781,2,0.5,0
39,28592,717,2,0.2,0
48,41669,740,2,0.8,0
47,109717,674,4,0.16,0
37,41676,670,0,0.31,0
40,141856,670,3,0.72,1
35,115726,538,4,0.4,1
20,34627,613,2,0.15,0
43,25167,632,4,0.28,0
64,47499,652,2,0.37,0
28,97928,627,3,0.22,0
29,36529,699,0,0.15,0
28,84529,684,1,0.14,0
49,101221,763,3,0.48,0
45,30809,828,4,0.32,0
37,32675,604,1,0.56,0
28,75176,653,4,0.34,1
41,53696,688,0,0.29,0
19,32479,639,2,0.6,1
41,39683,614,2,0.07,0
51,46989,624,1,0.37,0
23,19169,694,2,0.16,0
20,77604,580,2,0.26,1
60,36782,689,2,0.12,0
32,15000,665,2,0.37,0
54,48323,688,1,0.34,0
37,31415,622,2,0.56,0
37,135035,689,3,0.37,0
45,34500,576,1,0.71,1
28,25372,689,2,0.44,0
41,66486,760,0,0.18,0
35,32982,695,5,0.09,0
22,30709,699,1,0.08,0
44,66549,729,2,0.19,0
36,26257,595,0,0.37,0
37,20447,783,1,0.15,0
24,138081,616,2,0.45,0
60,69403,732,1,0.37,0
51,41834,724,2,0.36,0
52,48918,625,3,0.23,0
36,66404,740,4,0.38,0
18,87904,709,2,0.21,0
65,31145,793,2,0.07,0
39,61064,691,0,0.05,0
30,36169,673,1,0.26,0
45,43765,649,3,0.1,0
55,53982,520,2,0.6,1
39,48824,660,1,0.32,0
56,76217,663,0,0.12,0
54,65660,695,0,0.15,0
26,19832,594,2,0.49,0
31,21705,665,0,0.27,0
52,39268,714,1,0.72,0
18,146851,679,4,0.73,1
38,29408,518,3,0.29,1
21,43263,696,0,0.66,1
33,35532,665,2,0.36,0
36,35156,610,5,0.35,1
35,54553,538,1,0.13,0
32,113603,769,0,0.27,0
25,64445,690,3,0.39,0
69,30269,588,0,0.11,0
64,250000,702,1,0.42,0
24,51387,700,0,0.17,0
60,34671,753,2,0.05,0
34,114377,641,3,0.35,1
41,36995,680,1,0.66,0
39,132952,641,0,0.07,0
31,29074,715,0,0.28,0
52,115614,585,1,0.3,1
41,55305,594,1,0.17,1
33,106364,675,2,0.43,0
23,153439,553,1,0.4,1
28,24845,776,1,0.22,0
18,105394,795,1,0.15,0
40,21050,652,1,0.59,0
24,26152,547,0,0.53,1
36,30271,700,0,0.18,0
57,66315,651,0,0.41,0
55,50001,750,0,0.2,0
39,44343,632,2,0.28,0
38,53516,712,0,0.39,0
64,69896,686,0,0.07,0
46,73199,639,1,0.29,0
35,94513,694,2,0.3,0
21,146096,678,4,0.45,1
45,48396,685,3,0.25,0
50,35858,685,0,0.09,0
31,70835,627,0,0.33,0
43,24672,748,1,0.57,0
35,32623,742,1,0.21,0
37,89288,655,0,0.15,0
18,45502,614,2,0.23,1
37,23743,764,0,0.44,0
52,20052,611,2,0.14,0
31,50474,716,1,0.08,0
40,97259,607,4,0.64,1
30,96483,786,2,0.16,0
44,52393,683,1,0.17,0
37,163627,755,1,0.36,0
27,46032,634,0,0.27,0
57,45110,605,1,0.12,0
52,15000,665,4,0.44,0
32,37480,695,4,0.24,0
46,81732,649,0,0.3,0
46,125288,725,3,0.51,0
48,29787,639,2,0.35,1
18,64689,555,0,0.34,0
53,91869,713,2,0.48,0
32,49351,590,5,0.55,1
35,15000,658,1,0.17,0
70,56861,773,1,0.28,0
43,77409,786,3,0.38,0
34,27765,598,2,0.22,1
18,42087,714,1,0.19,0
58,24506,646,1,0.21,0
22,15000,662,1,0.13,0
26,90780,643,0,0.4,0
35,48910,576,0,0.27,0
58,127848,685,2,0.06,0
50,81993,697,1,0.29,0
37,39635,639,0,0.37,0
44,46634,745,0,0.45,0
32,68851,653,0,0.29,0
41,87564,641,1,0.32,0
40,59492,711,0,0.34,0
52,95163,587,0,0.57,0
52,41027,734,1,0.18,0
46,26949,655,0,0.23,0
35,47151,739,0,0.46,0
49,55443,757,3,0.42,0
38,23839,718,1,0.05,0
25,21981,581,2,0.31,1
34,64114,561,3,0.13,1
41,38414,548,2,0.71,1
51,44377,746,3,0.59,0
37,39505,637,5,0.29,1
24,122071,614,4,0.4,1
40,104511,672,1,0.39,0
41,23332,744,1,0.24,0
42,35607,726,2,0.11,0
51,81634,706,0,0.53,0
53,70344,718,1,0.05,0
32,47816,690,3,0.17,0
31,24771,698,0,0.36,0
26,32548,653,1,0.8,1
49,35951,679,2,0.12,0
58,57884,692,3,0.68,1
35,136248,701,1,0.32,0
36,32463,627,0,0.05,0
59,26486,711,1,0.43,0
46,45928,694,2,0.06,0
45,91039,716,0,0.14,0
24,20575,649,2,0.29,1
48,117263,728,0,0.29,0
27,44213,676,1,0.45,0
25,31552,723,0,0.05,0
35,18767,599,1,0.5,1
32,74900,656,1,0.2,0
37,44236,716,2,0.11,0
21,54307,660,0,0.16,0
52,28552,812,0,0.37,0
54,40479,713,0,0.44,0
18,36609,681,2,0.53,0
52,46149,708,4,0.31,1
29,32802,651,0,0.1,0
51,19525,735,0,0.19,0
39,250000,733,1,0.29,0
40,21632,755,1,0.37,0
37,54659,653,2,0.31,0
55,16928,567,0,0.21,1
23,15000,643,5,0.29,0
47,51984,663,0,0.13,0
54,54427,780,2,0.47,0
49,104495,811,1,0.15,0
70,62300,700,1,0.26,0
33,44806,680,3,0.24,0
52,27729,613,3,0.18,1
38,120500,729,0,0.36,0
56,85588,811,1,0.06,0
39,23206,787,1,0.28,0
34,50150,748,1,0.51,0
56,53446,747,1,0.2,0
33,39839,729,0,0.43,0
21,77894,677,0,0.42,0
33,80744,635,0,0.38,0
48,43726,640,0,0.53,1
58,41418,705,0,0.09,0
41,120496,592,1,0.12,0
57,85793,670,1,0.12,0
22,51195,578,2,0.46,1
34,18443,740,1,0.12,0
36,60258,647,2,0.43,0
38,74522,699,2,0.15,0
41,15000,637,2,0.09,0
48,57017,775,1,0.25,0
34,38176,577,1,0.21,0
41,42936,708,0,0.61,0
39,28440,603,1,0.43,0
27,44850,649,1,0.39,0
38,113005,692,1,0.1,0
38,37502,695,1,0.31,0
37,87495,693,1,0.15,0
40,30218,689,1,0.26,0
40,77284,641,1,0.52,0
34,49069,670,2,0.28,0
56,60549,655,1,0.68,1
24,49231,691,0,0.13,0
30,72039,630,1,0.58,1
70,15000,723,1,0.22,0
26,20912,685,2,0.37,0
22,62959,692,1,0.29,0
49,15000,657,2,0.32,0
18,35655,616,2,0.06,0
36,47448,689,3,0.23,0
67,29825,752,1,0.05,0
19,32372,706,1,0.28,0
18,57696,595,4,0.22,1
20,89821,728,0,0.14,0
51,27582,659,3,0.26,0
54,34716,668,4,0.18,1
33,31610,657,1,0.11,0
48,15000,701,0,0.31,0
58,53371,648,2,0.4,0
63,85890,650,1,0.16,0
36,90218,586,2,0.29,0
18,29072,680,4,0.26,1
29,23132,702,0,0.29,0
34,49660,705,0,0.13,0
36,80625,696,1,0.47,0
37,53793,634,2,0.05,0
54,58313,737,0,0.5,0
56,97255,739,1,0.34,0
37,31461,632,2,0.11,0
54,42959,711,1,0.05,0
44,130713,673,2,0.61,1
40,43560,651,1,0.37,0
51,22916,608,3,0.42,1
40,32806,712,1,0.17,0
66,27919,533,0,0.64,1
21,60736,577,0,0.17,1
33,28636,620,0,0.52,0
38,57677,535,3,0.54,1
45,31519,745,3,0.24,0
56,15000,560,0,0.07,0
39,58922,700,1,0.18,0
21,53587,728,2,0.41,0
50,66879,662,0,0.37,0
49,32735,589,1,0.59,1
18,30707,693,3,0.47,0
39,62372,680,2,0.29,0
19,121955,740,2,0.35,0
31,49350,522,0,0.33,0
28,63243,624,0,0.15,0
50,40418,713,0,0.29,0
41,19415,683,0,0.18,0
23,87593,725,0,0.23,0
51,84545,654,0,0.69,1
21,75091,671,0,0.46,0
44,43951,661,2,0.41,0
29,70138,819,1,0.28,0
35,83805,772,2,0.45,0
46,129585,709,2,0.09,0
46,88708,684,3,0.09,0
57,50934,712,3,0.3,0
38,22360,696,0,0.39,1
43,53819,705,0,0.05,0
34,57179,634,1,0.11,0
42,75013,787,0,0.59,0
45,110451,694,3,0.18,0
38,46300,800,1,0.24,0
18,172921,691,2,0.05,0
44,17058,665,1,0.11,0
44,63045,763,1,0.66,0
31,30360,698,1,0.3,0
23,15609,688,4,0.08,0
59,43431,607,4,0.1,0
46,20449,719,1,0.27,0
37,44495,650,1,0.12,0
25,50054,653,1,0.44,0
29,95906,592,5,0.61,1
56,19839,706,1,0.51,0
41,84547,565,5,0.5,1
32,51992,632,2,0.24,1
46,90881,738,2,0.05,0
29,37833,605,2,0.29,0
59,22040,690,1,0.24,0
57,23611,590,1,0.57,1
33,22582,655,1,0.33,0
31,65296,779,2,0.66,0
18,118913,580,3,0.37,0
20,34927,725,1,0.22,0
22,71502,651,1,0.06,0
41,19652,608,3,0.23,1
35,54622,613,1,0.21,0
22,73213,725,2,0.1,0
36,20560,631,2,0.21,1
46,43376,621,4,0.54,1
46,75323,686,1,0.12,0
18,15000,611,0,0.43,1
38,109236,559,5,0.35,0
22,60609,650,0,0.3,0
51,75360,733,1,0.15,0
50,38267,589,2,0.11,0
28,17437,614,0,0.24,0
30,67537,615,4,0.3,1
34,46650,608,1,0.65,1
18,49974,650,0,0.39,1
44,94142,580,2,0.36,1
36,77438,607,2,0.36,1
52,155242,677,1,0.49,0
25,53761,718,0,0.06,0
31,32379,754,1,0.25,0
20,43780,664,0,0.24,0
26,62906,793,0,0.38,0
24,90175,668,2,0.16,0
52,20328,729,0,0.59,0
30,49272,795,1,0.51,0
41,128762,688,1,0.08,0
35,42441,597,1,0.07,0
23,85699,685,1,0.05,0
37,65898,604,3,0.28,1
47,86987,663,1,0.28,0
24,30156,799,1,0.42,0
50,30235,606,1,0.14,0
28,49620,698,0,0.53,0
33,19548,627,2,0.14,0
46,41695,661,1,0.26,0
31,57052,702,3,0.78,1
40,143025,699,1,0.2,0
35,62419,666,0,0.56,0
41,71334,641,1,0.3,0
18,98586,698,0,0.49,0
18,27479,782,1,0.07,0
48,44398,625,0,0.49,0
53,210080,794,1,0.21,0
28,46747,751,1,0.47,0
36,95784,762,2,0.08,0
43,87399,698,1,0.33,0
49,20193,750,4,0.32,0
18,59058,567,4,0.16,1
28,53532,639,1,0.21,0
35,59753,725,1,0.11,0
49,31180,697,0,0.33,0
70,25080,671,1,0.47,0
37,36842,529,0,0.32,0
21,46227,653,0,0.35,0
45,99806,609,2,0.25,0
57,145857,655,4,0.38,1
41,113318,668,1,0.26,0
28,82134,642,1,0.12,0
52,26833,838,2,0.25,0
48,38355,715,3,0.66,1
26,55600,743,1,0.16,0
44,33541,812,1,0.5,0
52,69308,728,1,0.31,0
55,75530,606,3,0.45,1
39,67627,626,0,0.29,0
35,90678,737,2,0.3,0
55,28488,512,3,0.27,1
24,85793,642,0,0.49,1
45,32293,549,1,0.22,0
22,27873,685,2,0.18,0
53,67458,731,0,0.2,0
36,101673,655,3,0.44,1
56,65696,705,4,0.48,1
46,49636,797,1,0.47,0
24,59047,671,1,0.29,0
58,53202,848,1,0.17,0
60,24945,642,4,0.44,1
51,23258,736,2,0.12,0
30,46756,643,1,0.48,0
36,51426,777,1,0.15,0
41,49355,742,4,0.21,0
30,73545,768,1,0.27,0
62,43075,683,2,0.28,0
41,68719,578,3,0.49,1
18,44947,707,0,0.3,0
44,146387,534,1,0.28,1
35,51453,659,3,0.16,0
39,199672,691,1,0.48,0
35,60548,822,2,0.26,0
50,43122,655,0,0.49,1
54,28576,688,0,0.43,0
43,20625,676,3,0.16,0
35,27041,599,0,0.11,0
39,28918,685,1,0.54,0
40,62124,686,1,0.05,0
29,35749,621,1,0.46,0
47,54838,608,1,0.45,0
45,105787,651,3,0.23,0
60,46504,683,2,0.29,0
56,170671,620,5,0.37,1
31,24209,579,2,0.13,1
50,44785,697,0,0.26,0
27,35468,667,3,0.26,1
49,85982,687,0,0.2,0
33,15000,646,1,0.45,0
26,20622,689,0,0.63,1
43,45962,642,3,0.63,1
18,124346,580,3,0.5,1
18,56134,742,1,0.26,0
37,21787,701,2,0.22,0
41,23901,672,1,0.19,0
35,133758,585,2,0.08,0
19,33769,635,1,0.16,0
29,27839,746,4,0.35,1
45,118945,567,4,0.2,1
47,89918,664,2,0.17,0
39,105286,679,1,0.46,0
55,27721,699,0,0.1,0
45,19632,545,4,0.31,1
30,53098,641,2,0.76,1
36,59938,545,2,0.38,1
21,61008,656,2,0.48,1
38,119003,640,1,0.1,0
54,17322,628,1,0.32,0
48,82110,730,0,0.23,0
58,25387,639,2,0.71,1
36,81915,681,5,0.77,1
57,36865,710,1,0.27,0
37,30080,756,0,0.26,0
59,33998,560,1,0.2,1
39,20591,735,1,0.38,0
49,50224,680,2,0.3,0
59,30834,628,5,0.66,1
37,78572,580,2,0.33,1
42,71972,716,2,0.05,0
56,134981,624,3,0.27,0
38,61071,711,1,0.31,0
22,66997,795,0,0.16,0
67,113556,738,1,0.26,0
33,33637,763,1,0.17,0
42,20071,636,2,0.12,0
55,55273,725,1,0.46,0
32,20877,576,3,0.27,1
26,213707,665,2,0.17,0
43,117394,784,1,0.11,0
18,179581,643,1,0.35,0
36,50892,746,1,0.4,0
43,68209,740,0,0.23,0
36,37209,744,3,0.34,0
19,83262,577,1,0.51,1
60,23639,685,3,0.36,1
41,15000,670,1,0.17,0
58,30502,745,3,0.22,0
36,20470,580,2,0.25,0
28,118985,702,2,0.13,0
43,145714,693,1,0.34,0
37,21125,527,5,0.44,1
24,106407,626,1,0.2,0
59,86753,570,3,0.47,0
31,19113,579,1,0.56,1
18,38786,675,4,0.47,1
57,34610,691,1,0.5,0
33,76787,690,2,0.06,0
32,23452,617,1,0.35,0
18,46197,747,0,0.17,0
62,32481,678,1,0.13,0
23,65121,682,2,0.55,0
40,43041,736,4,0.29,0
51,35555,620,0,0.08,0
45,43132,693,1,0.11,0
39,166312,705,0,0.11,0
18,38172,647,0,0.26,0
29,26249,719,1,0.4,0
42,69568,676,4,0.62,1
29,44976,673,1,0.05,0
42,20970,672,1,0.2,0
48,187006,711,1,0.17,0
52,39676,727,0,0.37,0
24,39076,683,1,0.27,0
68,53954,747,1,0.49,0
49,138423,719,1,0.37,0
39,17892,517,1,0.36,1
54,57849,595,1,0.19,0
70,171504,750,1,0.17,0
21,52957,665,3,0.26,0
37,23360,689,0,0.17,0
18,33825,748,2,0.17,0
42,55499,679,2,0.15,0
44,108932,682,2,0.44,0
39,39990,627,1,0.33,0
31,80498,702,3,0.31,0
18,20718,677,3,0.64,1
44,20614,625,3,0.8,1
58,36692,573,2,0.61,1
32,116170,837,2,0.33,0
45,51089,674,2,0.36,0
19,58330,638,1,0.3,0
45,57921,722,0,0.23,0
34,95370,676,0,0.12,0
30,33991,586,4,0.37,1
30,74085,708,0,0.09,0
34,29776,628,1,0.08,0
44,161129,774,1,0.4,0
22,30326,709,0,0.11,0
34,28870,663,1,0.62,0
39,68172,686,0,0.75,0
25,51424,734,0,0.61,0
63,59641,691,1,0.3,0
28,56184,807,1,0.34,0
31,25482,748,0,0.25,0
27,129057,709,1,0.28,0
63,83794,623,1,0.12,0
47,110787,671,1,0.6,0
27,35703,676,5,0.21,1
54,62938,630,0,0.24,0
42,55183,757,2,0.16,0
43,96452,601,5,0.58,1
35,98336,641,0,0.23,0
30,55040,646,2,0.14,0
44,19716,724,0,0.24,0
32,142599,631,0,0.22,0
63,68431,572,1,0.34,0
23,34027,745,0,0.05,0
59,62562,653,1,0.12,0
38,19798,591,0,0.49,1
43,92338,634,2,0.32,0
50,20277,783,1,0.35,0
31,42937,640,1,0.51,0
51,56764,672,1,0.22,0
18,91427,653,0,0.12,0
30,52256,574,3,0.25,1
27,71752,635,2,0.39,0
23,48199,601,1,0.33,0
37,48083,737,4,0.12,0
45,51600,649,2,0.63,1
49,43763,790,1,0.28,1
43,17819,637,0,0.05,0
31,30915,628,0,0.69,0
44,56775,772,1,0.24,0
41,42214,743,0,0.41,0
52,44645,703,1,0.28,0
50,40375,590,2,0.33,1
40,29197,784,0,0.33,0
28,36466,675,0,0.49,0
31,40778,654,1,0.53,0
32,49172,748,1,0.27,0
35,62070,678,1,0.22,0
43,43987,610,1,0.05,0
49,26428,682,0,0.37,0
39,21187,587,1,0.46,1
40,232922,443,1,0.36,1
41,24887,607,4,0.57,1
33,35911,609,4,0.42,1
27,66849,573,3,0.28,1
18,60871,689,3,0.24,1
30,67004,607,3,0.41,1
46,37585,708,0,0.25,0
30,56564,606,2,0.06,0
36,50858,734,1,0.37,0
46,40648,603,2,0.27,0
46,56797,500,4,0.45,1
25,92338,754,1,0.21,0
52,48372,628,1,0.35,0
54,48565,785,2,0.15,0
